Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Speaker Gender,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Trial type,Spreadsheet: Audio,Spreadsheet: Speaker,Spreadsheet: Speaker illusion,Spreadsheet: Speaker gender,Spreadsheet: Variety,Spreadsheet: Political orientation,Spreadsheet: Stimulus number,Spreadsheet: Stimulus1,Spreadsheet: Stimulus2,Spreadsheet: Stimulus3,Spreadsheet: Stimulus4,Spreadsheet: Stimulus5,Spreadsheet: Stimulus6,Spreadsheet: Attention Check,Spreadsheet: Correct,Spreadsheet: ,Manipulation: Spreadsheet,Manipulation: Speaker Gender,Store: Progress,Store: Attention Check,Store: Test,Store: Feedback,Store: Attention Check Redirect,Store: Content Attention Check
294,1719844400104,01/07/2024 14:33:20,1719851600104,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,7,3566.5999999999767,26416.79999999993,26433.499999999884,3566.5999999999767,26416.79999999993,26433.499999999884,0,3566.5999999999767,22866.899999999907,0,,Rating Scale,RatingScale_Stimulus1,3,object-1978,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
295,1719844400107,01/07/2024 14:33:20,1719851600107,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,6,4449.900000000023,26416.79999999993,26433.499999999884,4449.900000000023,26416.79999999993,26433.499999999884,0,4449.900000000023,21983.59999999986,0,,Rating Scale,RatingScale_Stimulus2,6,object-1981,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
296,1719844400109,01/07/2024 14:33:20,1719851600109,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,5,5166.599999999977,26416.79999999993,26433.499999999884,5166.599999999977,26416.79999999993,26433.499999999884,0,5166.599999999977,21266.899999999907,0,,Rating Scale,RatingScale_Stimulus3,8,object-1983,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
297,1719844400111,01/07/2024 14:33:20,1719851600111,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,4,6233.199999999953,26416.79999999993,26433.499999999884,6233.199999999953,26416.79999999993,26433.499999999884,1,6233.199999999953,20200.29999999993,0,,Rating Scale,RatingScale_Stimulus4,10,object-1985,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
298,1719844400114,01/07/2024 14:33:20,1719851600114,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,4,16383.29999999993,26416.79999999993,26433.499999999884,16383.29999999993,26416.79999999993,26433.499999999884,1,16383.29999999993,10050.199999999953,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,14,object-1989,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
299,1719844400116,01/07/2024 14:33:20,1719851600116,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,5,17900,26416.79999999993,26433.499999999884,17900,26416.79999999993,26433.499999999884,0,17900,8533.499999999884,0,,Rating Scale,RatingScale_Stimulus5,16,object-1991,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,37,100,,4,2,wir
300,1719844400119,01/07/2024 14:33:20,1719851600119,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial5,Screen 1,dklsgd,1,response,6,24183.599999999977,26416.79999999993,26433.499999999884,24183.599999999977,26416.79999999993,26433.499999999884,0,24183.599999999977,2249.899999999907,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-2001,,Trial5,ExpSpkr2_st,RAMA19_st_A3.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,3,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**begeisternd**,**redegewandt**,**vier**,4,,,Female,38,100,,4,2,wir
301,1719844400164,01/07/2024 14:33:20,1719851600164,2,01/07/2024 18:33:20,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,info,audio started,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,0,16.699999999953434,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
302,1719844411790,01/07/2024 14:33:31,1719851611790,2,01/07/2024 18:33:31,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,info,audio finished,11703.499999928521,11700.20000000007,11703.499999928521,11703.499999928521,11700.20000000007,11703.499999928521,0,11703.499999928521,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
303,1719844424816,01/07/2024 14:33:44,1719851624816,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,continue,,24729.49999992852,24717.300000000047,24729.49999992852,24729.49999992852,24717.300000000047,24729.49999992852,0,24729.49999992852,0,0,,Click To Continue,Continue Button,4,object-1951,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
304,1719844424822,01/07/2024 14:33:44,1719851624822,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,4550.100000000093,24717.300000000047,24734.400000000023,4550.100000000093,24717.300000000047,24734.400000000023,1,4550.100000000093,20184.29999999993,0,,Rating Scale,RatingScale_Stimulus1,3,object-1950,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
305,1719844424824,01/07/2024 14:33:44,1719851624824,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,5133.300000000047,24717.300000000047,24734.400000000023,5133.300000000047,24717.300000000047,24734.400000000023,1,5133.300000000047,19601.099999999977,0,,Rating Scale,RatingScale_Stimulus2,6,object-1953,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
306,1719844424826,01/07/2024 14:33:44,1719851624826,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,5766.600000000093,24717.300000000047,24734.400000000023,5766.600000000093,24717.300000000047,24734.400000000023,1,5766.600000000093,18967.79999999993,0,,Rating Scale,RatingScale_Stimulus3,8,object-1955,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
307,1719844424829,01/07/2024 14:33:44,1719851624829,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,9733.400000000023,24717.300000000047,24734.400000000023,9733.400000000023,24717.300000000047,24734.400000000023,1,9733.400000000023,15001,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,10,object-1957,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
308,1719844424831,01/07/2024 14:33:44,1719851624831,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,12500.20000000007,24717.300000000047,24734.400000000023,12500.20000000007,24717.300000000047,24734.400000000023,1,12500.20000000007,12234.199999999953,0,,Rating Scale,RatingScale_Stimulus4,14,object-1961,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
309,1719844424833,01/07/2024 14:33:44,1719851624833,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,22100.300000000047,24717.300000000047,24734.400000000023,22100.300000000047,24717.300000000047,24734.400000000023,1,22100.300000000047,2634.0999999999767,0,,Rating Scale,RatingScale_Stimulus5,16,object-1963,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,38,100,,4,2,wir
310,1719844424836,01/07/2024 14:33:44,1719851624836,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,5,Trial4,Screen 1,ntrilv,1,response,1,22833.600000000093,24717.300000000047,24734.400000000023,22833.600000000093,24717.300000000047,24734.400000000023,1,22833.600000000093,1900.7999999999302,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1973,,Trial4,ExpSpkr3_non-st,VLDE11_non-st_A5.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,5,**sympathisch**,**redegewandt**,**überzeugend**,**charismatisch**,**begeisternd**,**intelligent**,**eins**,1,,,Female,39,100,,4,2,wir
311,1719844424845,01/07/2024 14:33:44,1719851624845,2,01/07/2024 18:33:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,info,audio started,17.099999999976717,0,17.099999999976717,17.099999999976717,0,17.099999999976717,0,17.099999999976717,0,0,,Audio Clip,Audio Clip,2,object-1921,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
312,1719844438433,01/07/2024 14:33:58,1719851638433,2,01/07/2024 18:33:58,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,info,audio finished,13628.699999928474,13616.5,13628.699999928474,13628.699999928474,13616.5,13628.699999928474,0,13628.699999928474,0,0,,Audio Clip,Audio Clip,2,object-1921,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
313,1719844448606,01/07/2024 14:34:08,1719851648606,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,continue,,23801.699999928474,23799.800000000047,23801.699999928474,23801.699999928474,23799.800000000047,23801.699999928474,0,23801.699999928474,0,0,,Click To Continue,Continue Button,4,object-1923,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
314,1719844448613,01/07/2024 14:34:08,1719851648613,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,10916.300000000047,23799.800000000047,23808.799999952316,10916.300000000047,23799.800000000047,23808.799999952316,1,10916.300000000047,12892.49999995227,0,,Rating Scale,RatingScale_Stimulus1,3,object-1922,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
315,1719844448615,01/07/2024 14:34:08,1719851648615,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,10166.400000000023,23799.800000000047,23810.399999976158,10166.400000000023,23799.800000000047,23810.399999976158,1,10166.400000000023,13643.999999976135,0,,Rating Scale,RatingScale_Stimulus2,6,object-1925,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
316,1719844448616,01/07/2024 14:34:08,1719851648616,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,9499.699999999953,23799.800000000047,23811.899999976158,9499.699999999953,23799.800000000047,23811.899999976158,1,9499.699999999953,14312.199999976205,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,8,object-1927,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
317,1719844448618,01/07/2024 14:34:08,1719851648618,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,12866.400000000023,23799.800000000047,23814.100000023842,12866.400000000023,23799.800000000047,23814.100000023842,1,12866.400000000023,10947.700000023819,0,,Rating Scale,RatingScale_Stimulus3,10,object-1929,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
318,1719844448620,01/07/2024 14:34:08,1719851648620,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,17349.800000000047,23799.800000000047,23816.199999928474,17349.800000000047,23799.800000000047,23816.199999928474,1,17349.800000000047,6466.399999928428,0,,Rating Scale,RatingScale_Stimulus4,14,object-1933,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
319,1719844448623,01/07/2024 14:34:08,1719851648623,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,21183.5,23799.800000000047,23816.300000000047,21183.5,23799.800000000047,23816.300000000047,1,21183.5,2632.8000000000466,0,,Rating Scale,RatingScale_Stimulus5,16,object-1935,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,39,100,,4,2,wir
320,1719844448625,01/07/2024 14:34:08,1719851648625,2,01/07/2024 18:34:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial3,Screen 1,9xvpam,1,response,4,21766.599999999977,23799.800000000047,23816.300000000047,21766.599999999977,23799.800000000047,23816.300000000047,1,21766.599999999977,2049.70000000007,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1945,,Trial3,Filler,PIAL12_st_A5.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,5,**sympathisch**,**begeisternd**,**redegewandt**,**überzeugend**,**charismatisch**,**intelligent**,**vier**,4,,,Female,40,100,,4,2,wir
